id_locomotiva,timestamp_leitura,velocidade_atual_kmh,posicao_acelerador_notch,peso_total_toneladas,inclinacao_terreno_graus,target_consumo_litros_hr
LOC_LOG_9014,2024-01-13 10:20:00,13.4,7,18000,-1.98,369.79
LOC_LOG_9012,2024-01-13 13:08:00,65.3,7,15000,-1.59,323.23
LOC_LOG_9011,2024-01-13 13:16:00,31.4,8,15000,-0.31,348.9
LOC_LOG_9014,2024-01-13 15:08:00,9.7,3,22000,2.15,382.85
LOC_LOG_9006,2024-01-13 15:26:00,38.1,2,8000,-2.28,101.82
LOC_LOG_9016,2024-01-13 17:44:00,47.1,7,8000,0.13,296.81
LOC_LOG_9015,2024-01-13 17:46:00,18.5,3,8000,-1.59,149.22
LOC_LOG_9019,2024-01-13 19:30:00,79.6,2,22000,-2.43,213.8
LOC_LOG_9007,2024-01-13 20:07:00,68.4,1,8000,-0.32,99.6
LOC_LOG_9015,2024-01-13 21:27:00,20.8,3,18000,-0.77,210.19
LOC_LOG_9010,2024-01-13 21:34:00,29.1,8,12000,2.36,470.57
LOC_LOG_9019,2024-01-13 22:15:00,45.2,8,8000,1.36,405.84
LOC_LOG_9018,2024-01-13 23:13:00,52.5,6,8000,1.91,407.82
LOC_LOG_9003,2024-01-13 23:43:00,43.1,5,8000,-1.06,227.37
LOC_LOG_9007,2024-01-14 01:01:00,24.2,4,18000,0.16,261.96
LOC_LOG_9016,2024-01-14 01:11:00,3.8,4,12000,-1.52,228.62
LOC_LOG_9000,2024-01-14 01:27:00,40.0,0,12000,2.06,188.66
LOC_LOG_9012,2024-01-14 01:48:00,1.5,8,15000,1.16,435.49
LOC_LOG_9017,2024-01-14 04:15:00,53.6,8,15000,0.71,408.97
LOC_LOG_9007,2024-01-14 05:22:00,79.5,3,15000,-1.34,186.51
LOC_LOG_9014,2024-01-14 06:49:00,42.2,0,12000,-0.37,55.6
LOC_LOG_9010,2024-01-14 07:03:00,28.7,2,22000,2.07,316.79
LOC_LOG_9018,2024-01-14 07:04:00,19.1,0,18000,-0.24,118.6
LOC_LOG_9006,2024-01-14 07:52:00,45.5,2,18000,-0.24,177.42
LOC_LOG_9002,2024-01-14 08:01:00,54.4,0,12000,-2.22,50.98
LOC_LOG_9014,2024-01-14 10:02:00,18.4,0,15000,-1.91,78.98
LOC_LOG_9002,2024-01-14 10:49:00,8.0,8,18000,0.87,440.06
LOC_LOG_9012,2024-01-14 11:09:00,18.2,7,22000,2.32,498.16
LOC_LOG_9015,2024-01-14 11:40:00,9.0,0,12000,-0.51,71.4
LOC_LOG_9013,2024-01-14 12:52:00,0.9,8,15000,0.98,435.5
LOC_LOG_9007,2024-01-14 13:07:00,45.5,2,15000,1.57,262.46
LOC_LOG_9003,2024-01-14 13:10:00,1.0,3,12000,-2.49,162.61
LOC_LOG_9019,2024-01-14 15:40:00,54.9,2,22000,-2.41,214.38
LOC_LOG_9001,2024-01-14 15:51:00,55.4,6,15000,2.46,454.43
LOC_LOG_9011,2024-01-14 16:10:00,29.5,7,15000,-1.03,340.44
LOC_LOG_9002,2024-01-14 16:18:00,74.8,7,8000,-2.44,287.13
LOC_LOG_9014,2024-01-14 17:56:00,39.4,1,18000,-0.48,131.07
LOC_LOG_9006,2024-01-14 20:02:00,70.1,3,8000,-0.48,160.74
LOC_LOG_9001,2024-01-14 21:08:00,71.5,4,22000,2.32,408.65
LOC_LOG_9011,2024-01-14 22:22:00,33.5,1,22000,0.04,157.12
LOC_LOG_9001,2024-01-14 22:43:00,46.8,0,12000,-1.1,68.81
LOC_LOG_9007,2024-01-15 00:42:00,78.6,0,22000,1.8,244.76
LOC_LOG_9004,2024-01-15 01:08:00,77.6,4,8000,-1.21,172.46
LOC_LOG_9002,2024-01-15 02:05:00,52.3,7,15000,0.86,371.52
LOC_LOG_9003,2024-01-15 02:30:00,1.8,8,18000,-1.83,401.29
LOC_LOG_9014,2024-01-15 02:31:00,62.2,4,12000,0.29,226.84
LOC_LOG_9007,2024-01-15 02:42:00,22.9,4,8000,-0.67,185.36
LOC_LOG_9016,2024-01-15 05:39:00,28.2,3,12000,-0.49,173.61
LOC_LOG_9016,2024-01-15 05:48:00,10.4,8,22000,0.72,449.35
LOC_LOG_9017,2024-01-15 07:10:00,9.0,7,22000,-2.25,379.38
LOC_LOG_9013,2024-01-15 07:53:00,77.2,5,18000,-1.75,276.14
LOC_LOG_9009,2024-01-15 08:57:00,44.7,6,8000,-0.89,250.38
LOC_LOG_9012,2024-01-15 09:14:00,41.0,5,18000,-1.03,281.08
LOC_LOG_9013,2024-01-15 09:57:00,74.7,7,15000,-1.58,328.23
LOC_LOG_9008,2024-01-15 10:04:00,75.4,6,12000,-1.01,271.96
LOC_LOG_9008,2024-01-15 10:16:00,26.8,8,15000,-2.49,356.75
LOC_LOG_9019,2024-01-15 10:51:00,53.9,0,12000,-1.92,67.87
LOC_LOG_9013,2024-01-15 12:06:00,21.8,5,12000,-2.48,256.48
LOC_LOG_9013,2024-01-15 13:18:00,42.5,7,8000,-1.77,315.21
LOC_LOG_9003,2024-01-15 13:23:00,57.4,7,15000,0.41,357.53
LOC_LOG_9015,2024-01-15 13:35:00,25.5,5,18000,-1.24,297.29
LOC_LOG_9014,2024-01-15 15:27:00,37.0,0,18000,-0.99,108.22
LOC_LOG_9015,2024-01-15 16:40:00,47.5,0,8000,-1.86,33.8
LOC_LOG_9017,2024-01-15 18:32:00,26.7,1,22000,-2.37,180.08
LOC_LOG_9010,2024-01-15 18:35:00,47.4,6,15000,-1.9,288.1
LOC_LOG_9012,2024-01-15 20:59:00,13.0,4,18000,2.48,394.35
LOC_LOG_9013,2024-01-15 22:01:00,51.2,1,8000,-1.2,109.78
LOC_LOG_9002,2024-01-15 22:25:00,27.5,4,12000,1.15,292.63
LOC_LOG_9002,2024-01-15 23:37:00,68.6,0,12000,-0.79,98.13
LOC_LOG_9016,2024-01-15 23:46:00,27.0,1,12000,1.85,207.24
LOC_LOG_9002,2024-01-16 01:01:00,22.1,3,18000,-0.51,226.06
LOC_LOG_9003,2024-01-16 01:02:00,48.5,1,18000,0.63,190.12
LOC_LOG_9005,2024-01-16 01:11:00,28.8,0,12000,-1.15,68.36
LOC_LOG_9005,2024-01-16 01:15:00,33.7,7,18000,-0.44,334.84
LOC_LOG_9002,2024-01-16 02:28:00,64.5,3,8000,-0.31,147.52
LOC_LOG_9011,2024-01-16 03:02:00,21.9,3,22000,-1.93,245.81
LOC_LOG_9014,2024-01-16 03:44:00,20.2,4,18000,-1.48,244.29
LOC_LOG_9014,2024-01-16 04:19:00,62.5,7,12000,-0.67,305.53
LOC_LOG_9007,2024-01-16 04:34:00,47.1,2,15000,0.28,176.31
LOC_LOG_9000,2024-01-16 05:12:00,44.6,8,18000,1.21,452.36
LOC_LOG_9005,2024-01-16 05:17:00,20.0,1,12000,-0.83,101.48
LOC_LOG_9009,2024-01-16 06:27:00,16.1,2,15000,0.87,199.72
LOC_LOG_9008,2024-01-16 06:51:00,35.9,2,18000,1.04,258.35
LOC_LOG_9016,2024-01-16 06:52:00,41.5,4,18000,-1.94,243.9
LOC_LOG_9004,2024-01-16 08:21:00,68.6,6,15000,1.32,384.54
LOC_LOG_9006,2024-01-16 08:44:00,12.6,6,15000,-2.34,269.62
LOC_LOG_9001,2024-01-16 09:52:00,23.7,0,15000,-0.73,91.79
LOC_LOG_9018,2024-01-16 10:17:00,28.6,2,15000,0.74,207.73
LOC_LOG_9017,2024-01-16 10:19:00,15.9,2,8000,-0.03,133.22
LOC_LOG_9002,2024-01-16 10:24:00,16.9,5,15000,-1.36,257.16
LOC_LOG_9017,2024-01-16 10:40:00,37.0,2,8000,-0.41,117.72
LOC_LOG_9018,2024-01-16 11:06:00,79.9,1,15000,-1.07,139.32
LOC_LOG_9019,2024-01-16 11:10:00,1.8,0,12000,-0.88,90.79
LOC_LOG_9008,2024-01-16 11:32:00,22.8,0,22000,-1.01,156.53
LOC_LOG_9011,2024-01-16 12:42:00,15.4,8,18000,-1.85,397.53
LOC_LOG_9008,2024-01-16 13:42:00,36.6,3,22000,0.35,267.56
LOC_LOG_9012,2024-01-16 14:24:00,9.8,4,12000,0.29,230.51
LOC_LOG_9009,2024-01-16 14:27:00,29.7,6,8000,-0.26,240.8
LOC_LOG_9003,2024-01-16 14:27:00,31.0,5,22000,1.52,397.44
LOC_LOG_9007,2024-01-16 16:40:00,17.7,6,8000,-2.31,246.55
LOC_LOG_9019,2024-01-16 17:56:00,6.5,4,18000,2.46,406.32
LOC_LOG_9002,2024-01-16 20:13:00,62.6,6,22000,1.26,435.07
LOC_LOG_9004,2024-01-16 21:24:00,25.5,2,18000,0.41,212.33
LOC_LOG_9017,2024-01-16 22:43:00,26.3,3,18000,-0.93,221.51
LOC_LOG_9013,2024-01-16 22:51:00,27.0,4,22000,-1.79,275.06
LOC_LOG_9009,2024-01-16 22:53:00,38.8,2,12000,-0.73,127.42
LOC_LOG_9001,2024-01-16 23:15:00,56.5,4,18000,0.55,267.22
LOC_LOG_9005,2024-01-17 00:33:00,9.5,3,15000,0.35,217.26
LOC_LOG_9014,2024-01-17 00:44:00,8.9,5,15000,1.73,365.56
LOC_LOG_9014,2024-01-17 01:11:00,58.9,1,8000,-1.42,84.28
LOC_LOG_9003,2024-01-17 03:34:00,72.8,8,22000,1.68,498.14
LOC_LOG_9010,2024-01-17 05:18:00,78.0,1,18000,2.31,277.52
LOC_LOG_9003,2024-01-17 05:27:00,11.4,5,22000,1.79,428.36
LOC_LOG_9003,2024-01-17 07:38:00,36.1,0,22000,2.19,260.09
LOC_LOG_9000,2024-01-17 09:25:00,55.1,6,22000,-0.31,354.48
LOC_LOG_9007,2024-01-17 10:04:00,41.0,2,8000,-0.9,108.06
LOC_LOG_9009,2024-01-17 10:18:00,39.8,3,15000,-0.95,186.02
LOC_LOG_9001,2024-01-17 10:20:00,53.8,0,12000,-2.09,89.85
LOC_LOG_9015,2024-01-17 11:08:00,1.6,5,12000,0.86,309.96
LOC_LOG_9004,2024-01-17 11:10:00,37.6,5,12000,2.27,392.74
LOC_LOG_9002,2024-01-17 11:35:00,31.0,6,15000,2.05,439.78
LOC_LOG_9015,2024-01-17 12:25:00,16.9,2,15000,-1.17,148.12
LOC_LOG_9006,2024-01-17 13:18:00,36.3,0,18000,0.03,122.06
LOC_LOG_9015,2024-01-17 13:19:00,64.5,8,18000,-0.2,379.26
LOC_LOG_9010,2024-01-17 13:31:00,61.4,7,15000,1.76,447.7
LOC_LOG_9003,2024-01-17 14:25:00,23.3,1,18000,-0.15,137.81
LOC_LOG_9008,2024-01-17 15:09:00,66.2,3,8000,-0.7,157.42
LOC_LOG_9018,2024-01-17 15:24:00,55.2,3,18000,-0.54,194.07
LOC_LOG_9014,2024-01-17 16:31:00,18.6,3,22000,-2.38,247.68
LOC_LOG_9013,2024-01-17 16:42:00,69.5,3,18000,-1.61,235.97
LOC_LOG_9007,2024-01-17 17:20:00,27.8,5,15000,2.16,399.05
LOC_LOG_9004,2024-01-17 17:51:00,59.0,5,8000,1.02,273.11
LOC_LOG_9007,2024-01-17 18:29:00,37.4,6,8000,-0.4,244.33
LOC_LOG_9001,2024-01-17 19:15:00,69.4,6,15000,2.07,430.37
LOC_LOG_9005,2024-01-17 19:36:00,1.4,8,8000,0.11,325.0
LOC_LOG_9004,2024-01-17 21:57:00,20.6,7,8000,-1.82,284.76
LOC_LOG_9013,2024-01-17 22:05:00,44.8,0,22000,-0.07,116.17
LOC_LOG_9013,2024-01-17 22:10:00,38.3,5,15000,-1.57,281.02
LOC_LOG_9009,2024-01-17 22:21:00,32.8,6,15000,2.39,449.4
LOC_LOG_9008,2024-01-17 22:26:00,15.6,0,12000,-0.77,64.59
LOC_LOG_9003,2024-01-17 23:09:00,10.1,7,12000,-0.54,304.71
LOC_LOG_9002,2024-01-17 23:28:00,36.0,0,18000,-0.87,123.97
LOC_LOG_9008,2024-01-17 23:48:00,5.3,5,15000,-1.36,263.76
LOC_LOG_9017,2024-01-18 00:11:00,24.9,8,12000,0.03,342.53
LOC_LOG_9016,2024-01-18 00:18:00,14.4,6,22000,-1.31,341.69
LOC_LOG_9003,2024-01-18 00:33:00,32.3,4,22000,1.06,313.2
LOC_LOG_9010,2024-01-18 04:54:00,69.4,8,18000,0.39,431.61
LOC_LOG_9017,2024-01-18 05:11:00,49.9,2,12000,-0.71,145.3
LOC_LOG_9002,2024-01-18 05:12:00,44.5,7,22000,-1.26,384.77
LOC_LOG_9004,2024-01-18 05:14:00,46.8,3,18000,0.83,256.64
LOC_LOG_9015,2024-01-18 07:35:00,67.9,6,15000,1.87,409.77
LOC_LOG_9003,2024-01-18 07:44:00,49.1,4,15000,1.11,302.38
LOC_LOG_9011,2024-01-18 09:12:00,57.0,2,8000,-0.91,140.81
LOC_LOG_9015,2024-01-18 09:25:00,8.6,8,15000,1.73,463.71
LOC_LOG_9004,2024-01-18 09:29:00,78.4,6,12000,-0.18,282.4
LOC_LOG_9003,2024-01-18 10:02:00,74.5,3,18000,2.16,373.83
LOC_LOG_9001,2024-01-18 11:38:00,73.4,5,18000,-1.83,279.68
LOC_LOG_9016,2024-01-18 11:57:00,59.9,7,22000,-0.97,377.21
LOC_LOG_9013,2024-01-18 13:53:00,38.4,5,12000,0.46,288.86
LOC_LOG_9011,2024-01-18 15:10:00,31.5,0,15000,-1.41,88.01
LOC_LOG_9000,2024-01-18 15:14:00,22.2,1,18000,1.81,263.32
LOC_LOG_9003,2024-01-18 15:29:00,78.9,6,15000,-1.29,313.71
LOC_LOG_9003,2024-01-18 15:42:00,1.1,6,12000,-2.11,291.04
LOC_LOG_9008,2024-01-18 16:20:00,34.2,5,8000,-0.45,222.78
LOC_LOG_9010,2024-01-18 16:26:00,59.4,3,12000,0.8,206.69
LOC_LOG_9012,2024-01-18 17:11:00,73.6,2,15000,-0.15,159.07
LOC_LOG_9012,2024-01-18 17:19:00,54.3,6,15000,-2.13,305.71
LOC_LOG_9015,2024-01-18 17:34:00,0.7,0,12000,-2.34,55.09
LOC_LOG_9003,2024-01-18 17:42:00,32.0,3,8000,-0.87,151.53
LOC_LOG_9018,2024-01-18 17:44:00,22.9,0,12000,0.08,66.8
LOC_LOG_9017,2024-01-18 18:39:00,6.2,7,12000,0.85,341.23
LOC_LOG_9011,2024-01-18 19:21:00,76.4,0,18000,-2.36,112.16
LOC_LOG_9014,2024-01-18 20:06:00,28.4,2,18000,0.56,226.53
LOC_LOG_9014,2024-01-18 22:49:00,69.8,7,15000,-1.94,339.41
LOC_LOG_9006,2024-01-18 23:00:00,18.5,7,12000,1.94,427.65
LOC_LOG_9012,2024-01-18 23:25:00,59.9,5,12000,2.32,386.79
LOC_LOG_9010,2024-01-18 23:40:00,50.8,4,18000,1.64,369.29
LOC_LOG_9002,2024-01-19 00:59:00,30.7,0,22000,1.77,228.04
LOC_LOG_9001,2024-01-19 03:02:00,0.1,7,8000,-1.0,294.98
LOC_LOG_9017,2024-01-19 03:36:00,22.2,7,22000,1.85,507.12
LOC_LOG_9010,2024-01-19 04:46:00,76.4,0,22000,-1.45,137.51
LOC_LOG_9003,2024-01-19 04:52:00,40.2,4,15000,-0.04,230.96
LOC_LOG_9005,2024-01-19 05:24:00,57.4,0,15000,0.56,118.33
LOC_LOG_9005,2024-01-19 06:07:00,64.0,3,22000,0.27,258.53
LOC_LOG_9019,2024-01-19 08:14:00,32.3,6,12000,-1.39,286.9
LOC_LOG_9003,2024-01-19 10:15:00,25.3,3,22000,-2.22,220.25
LOC_LOG_9019,2024-01-19 10:29:00,14.3,5,8000,-2.1,215.74
LOC_LOG_9000,2024-01-19 10:35:00,3.4,2,22000,0.29,214.08
LOC_LOG_9012,2024-01-19 10:36:00,41.7,3,15000,-0.06,215.95
LOC_LOG_9004,2024-01-19 14:45:00,43.6,8,12000,-1.6,359.4
LOC_LOG_9004,2024-01-19 16:44:00,71.2,6,22000,-0.64,341.41
LOC_LOG_9019,2024-01-19 16:53:00,12.8,0,12000,-1.47,57.87
LOC_LOG_9012,2024-01-19 17:33:00,19.3,4,12000,-1.66,212.96
LOC_LOG_9008,2024-01-19 19:16:00,32.5,0,8000,2.13,170.14
LOC_LOG_9013,2024-01-19 19:17:00,30.0,0,8000,-1.67,61.52
LOC_LOG_9006,2024-01-19 20:39:00,51.9,7,8000,1.86,411.42
LOC_LOG_9013,2024-01-19 20:57:00,2.4,7,22000,-0.33,372.66
LOC_LOG_9005,2024-01-19 21:07:00,62.0,6,22000,-1.33,357.55
LOC_LOG_9002,2024-01-19 22:04:00,24.2,4,22000,1.79,381.95
LOC_LOG_9001,2024-01-19 22:39:00,18.3,0,18000,-1.89,122.15
LOC_LOG_9015,2024-01-20 00:46:00,68.3,4,18000,-0.3,246.18
LOC_LOG_9000,2024-01-20 00:59:00,14.6,7,22000,0.58,410.31
LOC_LOG_9013,2024-01-20 06:52:00,22.9,0,8000,-1.48,40.85
LOC_LOG_9016,2024-01-20 07:42:00,59.0,4,15000,-0.7,215.64
LOC_LOG_9017,2024-01-20 07:55:00,1.0,5,12000,-1.29,249.2
LOC_LOG_9000,2024-01-20 08:08:00,79.7,3,15000,-0.85,192.13
LOC_LOG_9018,2024-01-20 09:03:00,12.6,6,15000,0.85,333.93
LOC_LOG_9016,2024-01-20 09:10:00,33.1,0,18000,0.88,154.13
LOC_LOG_9006,2024-01-20 10:29:00,34.0,2,12000,0.33,177.53
LOC_LOG_9017,2024-01-20 11:00:00,0.5,4,12000,2.45,349.84
LOC_LOG_9011,2024-01-20 12:12:00,10.8,0,15000,-0.02,127.41
LOC_LOG_9008,2024-01-20 13:10:00,5.0,0,12000,1.94,184.21
LOC_LOG_9019,2024-01-20 13:55:00,25.6,6,18000,-1.66,297.41
LOC_LOG_9019,2024-01-20 14:58:00,67.8,1,22000,0.2,183.7
LOC_LOG_9016,2024-01-20 15:13:00,72.8,6,18000,-2.43,313.26
LOC_LOG_9006,2024-01-20 15:53:00,47.7,1,8000,-0.81,76.16
LOC_LOG_9019,2024-01-20 16:12:00,14.8,7,18000,1.33,444.72
LOC_LOG_9009,2024-01-20 16:17:00,41.6,0,15000,1.36,185.75
LOC_LOG_9006,2024-01-20 17:24:00,20.7,2,12000,-0.87,145.38
LOC_LOG_9008,2024-01-20 18:00:00,1.5,1,18000,-1.94,139.57
LOC_LOG_9013,2024-01-20 18:09:00,10.5,1,12000,-1.89,85.48
LOC_LOG_9008,2024-01-20 18:53:00,18.5,7,18000,1.49,434.68
LOC_LOG_9019,2024-01-20 19:06:00,70.2,6,15000,-1.28,296.73
LOC_LOG_9018,2024-01-20 19:14:00,26.1,7,18000,0.73,395.75
LOC_LOG_9017,2024-01-20 19:29:00,55.8,2,22000,2.0,299.71
LOC_LOG_9018,2024-01-20 20:06:00,14.3,2,8000,1.5,182.16
LOC_LOG_9018,2024-01-20 20:27:00,75.6,7,22000,-0.16,374.43
LOC_LOG_9014,2024-01-20 20:44:00,74.1,1,12000,0.73,157.04
LOC_LOG_9019,2024-01-20 21:04:00,15.8,2,8000,-0.44,123.3
LOC_LOG_9004,2024-01-20 21:13:00,46.4,3,12000,0.31,197.81
LOC_LOG_9001,2024-01-20 21:32:00,43.5,8,8000,0.97,389.52
LOC_LOG_9002,2024-01-20 21:49:00,67.5,2,15000,-1.53,143.98
LOC_LOG_9015,2024-01-20 21:54:00,69.5,0,8000,1.97,167.49
LOC_LOG_9004,2024-01-20 23:49:00,61.9,4,15000,-1.3,218.95
LOC_LOG_9017,2024-01-21 00:33:00,8.3,8,18000,1.56,480.07
LOC_LOG_9009,2024-01-21 00:50:00,53.1,4,15000,-0.59,218.86
LOC_LOG_9014,2024-01-21 01:58:00,40.1,8,12000,1.13,417.1
LOC_LOG_9013,2024-01-21 02:03:00,73.6,1,15000,-2.22,125.01
LOC_LOG_9016,2024-01-21 02:31:00,8.7,0,15000,-0.51,99.57
LOC_LOG_9006,2024-01-21 03:21:00,31.3,4,12000,-1.73,229.6
LOC_LOG_9004,2024-01-21 04:50:00,38.0,3,15000,-1.95,215.46
LOC_LOG_9004,2024-01-21 05:26:00,41.0,7,18000,-0.06,358.75
LOC_LOG_9000,2024-01-21 07:03:00,55.6,3,22000,-0.49,236.2
LOC_LOG_9016,2024-01-21 09:18:00,14.5,7,8000,1.49,358.68
LOC_LOG_9018,2024-01-21 10:14:00,43.5,0,22000,-2.09,127.6
LOC_LOG_9002,2024-01-21 10:57:00,35.0,0,12000,-1.12,62.7
LOC_LOG_9005,2024-01-21 12:21:00,11.3,0,18000,-1.72,119.56
LOC_LOG_9012,2024-01-21 12:35:00,53.3,3,18000,-1.69,197.48
LOC_LOG_9013,2024-01-21 13:01:00,16.0,5,8000,-0.64,216.92
LOC_LOG_9015,2024-01-21 13:12:00,55.7,5,18000,1.13,356.65
LOC_LOG_9015,2024-01-21 13:25:00,75.8,6,18000,1.92,427.73
LOC_LOG_9005,2024-01-21 13:57:00,5.3,2,8000,-2.4,119.18
LOC_LOG_9016,2024-01-21 14:27:00,55.8,2,22000,-2.08,200.86
LOC_LOG_9016,2024-01-21 14:37:00,39.5,1,15000,-0.56,118.01
LOC_LOG_9007,2024-01-21 16:08:00,50.2,2,12000,-1.12,144.88
LOC_LOG_9000,2024-01-21 17:47:00,3.7,7,12000,0.22,326.08
LOC_LOG_9015,2024-01-21 18:27:00,6.4,1,18000,0.12,153.45
LOC_LOG_9015,2024-01-21 19:29:00,78.9,4,18000,0.17,274.9
LOC_LOG_9008,2024-01-21 20:05:00,20.6,0,22000,-0.18,136.85
LOC_LOG_9009,2024-01-21 23:12:00,16.0,6,8000,-0.04,279.61
LOC_LOG_9008,2024-01-22 00:18:00,49.2,1,22000,2.45,315.84
LOC_LOG_9008,2024-01-22 01:27:00,44.5,4,8000,-0.44,179.76
LOC_LOG_9013,2024-01-22 02:09:00,74.7,8,8000,1.29,402.62
LOC_LOG_9010,2024-01-22 02:28:00,63.8,6,22000,-1.75,330.25
LOC_LOG_9016,2024-01-22 03:05:00,39.4,1,12000,-2.09,104.79
LOC_LOG_9002,2024-01-22 03:06:00,67.8,2,15000,1.97,285.32
LOC_LOG_9003,2024-01-22 05:03:00,25.0,2,18000,2.05,314.92
LOC_LOG_9019,2024-01-22 06:30:00,5.8,4,15000,-1.5,244.48
LOC_LOG_9004,2024-01-22 08:12:00,1.5,2,18000,1.36,242.45
LOC_LOG_9003,2024-01-22 09:14:00,33.1,3,15000,2.39,350.91
LOC_LOG_9006,2024-01-22 09:23:00,75.9,8,8000,-0.97,323.2
LOC_LOG_9005,2024-01-22 09:36:00,22.5,2,12000,-1.58,135.89
LOC_LOG_9004,2024-01-22 10:25:00,11.8,5,15000,1.23,312.96
LOC_LOG_9014,2024-01-22 10:45:00,18.0,4,22000,-0.45,261.74
LOC_LOG_9014,2024-01-22 11:31:00,22.4,5,15000,0.28,288.13
LOC_LOG_9000,2024-01-22 12:27:00,35.6,0,18000,2.33,274.15
LOC_LOG_9013,2024-01-22 13:28:00,37.7,8,22000,1.88,535.8
LOC_LOG_9007,2024-01-22 13:31:00,13.7,8,18000,0.84,447.46
LOC_LOG_9011,2024-01-22 14:18:00,12.6,2,22000,0.98,271.03
LOC_LOG_9008,2024-01-22 15:00:00,63.4,6,18000,0.42,343.34
LOC_LOG_9002,2024-01-22 16:52:00,71.9,2,18000,1.98,278.09
LOC_LOG_9011,2024-01-22 17:40:00,59.4,8,8000,1.74,418.61
LOC_LOG_9005,2024-01-22 17:51:00,76.0,0,12000,0.41,104.84
LOC_LOG_9014,2024-01-22 19:51:00,41.0,2,15000,-0.85,159.01
LOC_LOG_9003,2024-01-22 21:30:00,57.0,8,15000,1.91,476.67
LOC_LOG_9019,2024-01-22 21:52:00,63.2,4,8000,2.08,338.85
LOC_LOG_9004,2024-01-22 22:55:00,21.0,4,18000,-1.29,261.54
LOC_LOG_9013,2024-01-22 23:30:00,12.6,8,15000,-0.95,378.32
LOC_LOG_9010,2024-01-22 23:47:00,10.6,8,12000,0.23,355.38
LOC_LOG_9013,2024-01-22 23:48:00,68.7,3,12000,2.28,340.16
LOC_LOG_9015,2024-01-23 01:32:00,54.8,8,15000,-1.44,361.61
LOC_LOG_9015,2024-01-23 02:31:00,1.4,0,22000,1.86,245.15
LOC_LOG_9009,2024-01-23 02:47:00,47.7,0,18000,1.05,171.11
LOC_LOG_9009,2024-01-23 04:21:00,63.8,0,12000,-0.32,70.2
LOC_LOG_9009,2024-01-23 04:28:00,79.7,8,18000,-0.66,383.53
LOC_LOG_9019,2024-01-23 04:55:00,56.7,0,12000,-2.08,63.25
LOC_LOG_9016,2024-01-23 05:38:00,60.4,4,18000,-1.26,250.71
LOC_LOG_9003,2024-01-23 05:51:00,19.7,4,18000,-2.18,241.43
LOC_LOG_9019,2024-01-23 06:14:00,64.5,5,15000,-2.48,264.76
LOC_LOG_9000,2024-01-23 06:27:00,41.7,8,15000,-2.13,375.22
LOC_LOG_9014,2024-01-23 07:18:00,78.1,4,18000,1.51,338.42
LOC_LOG_9013,2024-01-23 07:43:00,72.7,8,22000,0.18,453.35
LOC_LOG_9006,2024-01-23 07:48:00,74.2,2,8000,-1.33,125.31
LOC_LOG_9005,2024-01-23 09:01:00,57.3,5,8000,-1.95,216.55
LOC_LOG_9018,2024-01-23 09:08:00,39.3,3,18000,1.36,281.25
LOC_LOG_9018,2024-01-23 10:21:00,55.4,7,18000,-0.21,359.68
LOC_LOG_9012,2024-01-23 11:27:00,42.2,2,12000,-1.42,128.75
LOC_LOG_9013,2024-01-23 13:04:00,76.8,7,8000,1.6,404.44
LOC_LOG_9000,2024-01-23 13:23:00,2.1,0,15000,-1.74,82.14
LOC_LOG_9003,2024-01-23 14:10:00,73.2,7,12000,-1.87,310.22
LOC_LOG_9008,2024-01-23 15:50:00,18.2,5,18000,-1.44,283.49
LOC_LOG_9018,2024-01-23 17:22:00,39.2,1,8000,1.74,203.84
LOC_LOG_9008,2024-01-23 18:18:00,33.5,7,8000,-0.21,303.3
LOC_LOG_9018,2024-01-23 19:09:00,35.5,1,15000,0.35,139.32
LOC_LOG_9002,2024-01-23 19:33:00,69.4,5,8000,1.53,306.78
LOC_LOG_9009,2024-01-23 19:38:00,26.7,3,12000,0.11,182.5
LOC_LOG_9003,2024-01-23 21:44:00,13.1,7,12000,1.42,406.0
LOC_LOG_9012,2024-01-23 22:13:00,68.0,6,8000,-0.33,259.8
LOC_LOG_9016,2024-01-23 23:16:00,71.7,7,15000,-1.13,323.77
LOC_LOG_9006,2024-01-23 23:18:00,17.4,0,18000,0.81,154.18
LOC_LOG_9001,2024-01-23 23:34:00,45.2,8,22000,-2.17,405.48
LOC_LOG_9003,2024-01-24 00:14:00,4.9,0,18000,-1.46,83.83
LOC_LOG_9003,2024-01-24 01:34:00,28.1,8,22000,-1.66,405.6
LOC_LOG_9002,2024-01-24 02:05:00,20.2,8,8000,-2.16,335.01
LOC_LOG_9011,2024-01-24 02:34:00,71.5,4,8000,2.23,319.53
LOC_LOG_9011,2024-01-24 04:41:00,39.7,5,18000,1.16,383.33
LOC_LOG_9018,2024-01-24 05:22:00,46.0,4,8000,2.25,318.32
LOC_LOG_9017,2024-01-24 06:50:00,40.5,8,8000,0.14,320.4
LOC_LOG_9015,2024-01-24 06:59:00,67.8,4,22000,-2.19,265.8
LOC_LOG_9011,2024-01-24 08:10:00,68.0,3,8000,-2.28,141.15
LOC_LOG_9018,2024-01-24 08:19:00,32.9,1,12000,1.14,189.03
LOC_LOG_9004,2024-01-24 08:57:00,18.3,7,22000,-2.12,370.78
LOC_LOG_9018,2024-01-24 10:34:00,42.6,1,22000,-0.33,173.95
LOC_LOG_9001,2024-01-24 10:48:00,69.1,3,12000,2.15,315.2
